t-Model fitted toh-Model 
 Starting Params: [0.99, 1.48, 1, 1, 0.1]
 parambounds: [(0.001, 20), (0.001, 20), (0.001, 10), (0.001, 20), (0.001, 5)]
 Stability: stable
 K(data) = 0.4
 x0 = [0.1, 1]
 bounds: [1000, 4000]
 Noise: [array([ 0.044997,  0.012303, -0.044017,  0.013939,  0.065701, -0.015634,
        0.026114, -0.007364,  0.013579, -0.01133 ,  0.043882, -0.06057 ,
        0.076235,  0.121927, -0.074431,  0.0128  , -0.045974, -0.012698,
        0.048674, -0.025172,  0.078485, -0.066007,  0.032357,  0.009969,
        0.131793,  0.093205,  0.081756,  0.005558, -0.057372,  0.10519 ,
       -0.00976 ,  0.001382, -0.001126,  0.081615,  0.055192,  0.062026,
        0.066402, -0.035765,  0.07385 ,  0.074822,  0.00443 , -0.031002,
       -0.002754, -0.013489, -0.002948,  0.035466,  0.038322,  0.100605,
        0.004318,  0.043439,  0.032984,  0.010007, -0.010835,  0.013528,
        0.066293, -0.015979, -0.010272,  0.041262,  0.00951 ,  0.016923,
        0.03595 ,  0.061693, -0.005382,  0.041661, -0.032843, -0.063905,
       -0.092329,  0.009306, -0.017122, -0.05122 , -0.021941,  0.004647,
       -0.088177, -0.072882,  0.053252, -0.052833, -0.028853,  0.01677 ,
        0.019658, -0.040407,  0.066046,  0.044473, -0.085409, -0.040353,
       -0.064596,  0.067907, -0.007135,  0.024352,  0.025529,  0.050446,
       -0.053664,  0.021391, -0.071494, -0.042903,  0.069589, -0.015414,
        0.029989,  0.00321 ,  0.060061, -0.040096, -0.007869,  0.030024,
       -0.016786, -0.024521,  0.05631 ,  0.008732, -0.048953,  0.009737,
       -0.021968, -0.006076,  0.015293, -0.007585, -0.043332, -0.066611,
       -0.037302,  0.015356,  0.079287,  0.061587,  0.021727, -0.013381,
       -0.021279, -0.017261, -0.027305, -0.008663, -0.017856,  0.07607 ,
        0.068054, -0.029962,  0.084487,  0.025122,  0.01201 ,  0.029209,
       -0.031444, -0.02507 , -0.066025,  0.024294,  0.016351, -0.053251,
        0.039177, -0.048777, -0.066753,  0.021705, -0.028168, -0.001047,
       -0.013644, -0.032702,  0.034423, -0.006372, -0.106581,  0.026313,
        0.024955,  0.027924, -0.09129 , -0.019694, -0.010373, -0.029569,
        0.081319, -0.073305, -0.035757,  0.002645, -0.036421,  0.039888,
       -0.042722,  0.095815,  0.04433 ,  0.008411,  0.037831,  0.033928,
       -0.02514 , -0.015327, -0.037627,  0.032035, -0.042634,  0.073351,
       -0.053133,  0.000136,  0.06187 ,  0.015071, -0.031624, -0.027761,
        0.020521,  0.067965, -0.049361,  0.052216,  0.1218  , -0.026131,
       -0.026589, -0.021816, -0.088098, -0.015742,  0.05447 , -0.055043,
        0.036913,  0.094999,  0.055718, -0.076408,  0.004792,  0.028067,
       -0.021267, -0.056018,  0.001081, -0.046477,  0.003468,  0.210842,
       -0.020733,  0.094743,  0.095353, -0.034851, -0.086755,  0.0734  ,
       -0.050534,  0.033265, -0.020416,  0.011923, -0.020335, -0.002309,
       -0.080239,  0.07219 , -0.040416,  0.010285, -0.007574,  0.056324,
        0.036107,  0.062227,  0.033598,  0.069681, -0.065874, -0.023092,
        0.035811,  0.047236, -0.030844,  0.034852, -0.014421,  0.031297,
        0.010569,  0.008342, -0.055366, -0.002264, -0.052637,  0.07758 ,
       -0.062875, -0.065783, -0.038858,  0.130009, -0.025879,  0.042092,
       -0.021244, -0.033644, -0.005549, -0.004793, -0.008803, -0.037115,
        0.048723, -0.032096,  0.009014, -0.029462, -0.02871 , -0.066032,
        0.005119,  0.022214,  0.003461,  0.012202,  0.075956, -0.02856 ,
        0.035829,  0.009034, -0.079577,  0.025926, -0.046057,  0.059902,
        0.015512, -0.036042, -0.091629,  0.032416,  0.028188, -0.075967,
       -0.059786,  0.073285,  0.111538, -0.076256, -0.072078,  0.002912,
        0.040678, -0.074324,  0.032372,  0.016994, -0.071467,  0.071774,
        0.039011,  0.08243 ,  0.067806, -0.037221, -0.011929,  0.025298,
        0.028045, -0.104788,  0.058003,  0.008278,  0.049487, -0.062473,
        0.051346,  0.001875,  0.047141, -0.111571,  0.018541, -0.035809,
       -0.030438,  0.005003,  0.070658, -0.034217,  0.068639, -0.017431,
       -0.037453,  0.038718, -0.046986,  0.000458,  0.032356, -0.000098,
        0.064419,  0.016686, -0.018102, -0.017992, -0.014294, -0.029873,
        0.002383, -0.000431, -0.061058, -0.052178, -0.033378,  0.008918,
        0.02231 , -0.025349,  0.027208, -0.003366, -0.01321 , -0.021354,
        0.036189, -0.0674  , -0.023633,  0.017822, -0.018335, -0.019031,
        0.052446, -0.029417, -0.035568,  0.042948, -0.027966,  0.012887,
        0.035243, -0.017856,  0.011803,  0.064453, -0.070878, -0.009583,
        0.018418, -0.019884, -0.041036,  0.015935, -0.027392, -0.079762,
       -0.025378,  0.048695,  0.0087  ,  0.054608, -0.018793,  0.075826,
        0.024831, -0.043802,  0.016282,  0.009602,  0.006566, -0.088162,
       -0.012265, -0.037757,  0.032659,  0.032495, -0.051245, -0.023998,
       -0.050515, -0.031382, -0.017397, -0.024684, -0.098131,  0.052964,
       -0.056524, -0.031391,  0.040553,  0.02201 ,  0.014605, -0.024306,
       -0.069627,  0.082427, -0.007071,  0.041879,  0.029254, -0.044681,
        0.079165,  0.033332,  0.007639,  0.044175,  0.026955, -0.067386,
       -0.022425,  0.023513, -0.028909, -0.03009 , -0.019604, -0.08649 ,
        0.099673, -0.016453,  0.002713,  0.084372, -0.059413, -0.054731,
        0.039509,  0.093915, -0.111813,  0.029492,  0.048681,  0.00477 ,
        0.042191, -0.043691, -0.008961,  0.00056 , -0.005649,  0.016002,
        0.030571, -0.000298, -0.121381, -0.054562, -0.063996,  0.072818,
        0.018771, -0.000629,  0.063078, -0.051438, -0.012312, -0.081813,
        0.049742,  0.053974, -0.05364 , -0.065089, -0.015575,  0.053666,
        0.070516, -0.081317, -0.006806, -0.104206, -0.001116, -0.000235,
       -0.006786,  0.019475, -0.015881,  0.058449, -0.036939,  0.004965,
       -0.008986,  0.099595, -0.011537,  0.057032, -0.012506,  0.003871,
       -0.081804, -0.062755,  0.023129, -0.031367, -0.000853,  0.017251,
        0.017918,  0.05283 , -0.024219, -0.003009,  0.068405, -0.017611,
        0.037051,  0.006896,  0.0924  , -0.048261,  0.042478, -0.004521,
       -0.039884, -0.032464, -0.076851, -0.028565,  0.055458, -0.005801,
        0.02734 , -0.012266,  0.002765,  0.039138,  0.085916, -0.052095,
        0.008913, -0.046172, -0.018462, -0.082695, -0.020291, -0.025166,
       -0.016925,  0.002314,  0.027473,  0.042917, -0.018127, -0.024183,
       -0.074125,  0.042251, -0.030848,  0.025981,  0.097859, -0.001127,
        0.015681, -0.011705, -0.070889,  0.012655, -0.043535, -0.000493,
        0.05522 , -0.019393, -0.019055,  0.02246 , -0.042036, -0.040353,
       -0.027179,  0.07663 ,  0.008157, -0.000179,  0.044226,  0.002403,
        0.053345, -0.030073, -0.025821,  0.042589, -0.04251 ,  0.016631,
       -0.072289, -0.090517,  0.005145, -0.082255,  0.041799, -0.036595,
       -0.041933,  0.003852, -0.036508,  0.031839,  0.001188,  0.061518,
       -0.085907, -0.034165,  0.005008, -0.065785, -0.029239,  0.033041,
        0.056689, -0.03746 , -0.0463  , -0.110506, -0.070889,  0.051192,
        0.002002,  0.083301, -0.050549, -0.127673, -0.068822,  0.028083,
        0.030252, -0.024173,  0.043397,  0.037265, -0.030265,  0.03569 ,
       -0.048297, -0.023896,  0.051876, -0.110287,  0.024527,  0.086157,
       -0.013456, -0.040043, -0.042895, -0.026235, -0.072933, -0.100332,
       -0.023942, -0.054278, -0.01993 , -0.013123, -0.004432, -0.04711 ,
       -0.011114, -0.051373, -0.008018, -0.022184, -0.061598, -0.100329,
       -0.034611, -0.020078, -0.080959,  0.091342, -0.031855,  0.044687,
       -0.015543, -0.110435, -0.047042,  0.00443 , -0.011449,  0.014722,
       -0.006348, -0.020502, -0.055873,  0.018942,  0.096084,  0.104906,
        0.017358, -0.018258, -0.004868,  0.034914, -0.016875,  0.080275,
        0.018759,  0.046265,  0.026747,  0.078422, -0.009816,  0.037106,
        0.100891, -0.025934, -0.081182, -0.01163 , -0.059383, -0.076976,
       -0.02313 , -0.021625,  0.011319,  0.012476,  0.073446, -0.009333,
        0.00823 ,  0.024301,  0.053455,  0.060729, -0.047829,  0.043789,
        0.034201,  0.05702 , -0.02853 ,  0.045144, -0.065393, -0.041927,
       -0.036372,  0.010717, -0.057411, -0.046818,  0.081522,  0.052454,
       -0.036972, -0.108332, -0.008648,  0.026658,  0.031827,  0.028241,
       -0.029302, -0.028868,  0.142516, -0.061762, -0.025966, -0.058449,
       -0.071658,  0.061966, -0.03274 , -0.018777,  0.004963, -0.125745,
        0.010131, -0.018268,  0.03181 ,  0.022194, -0.068591, -0.100544,
        0.013151, -0.087356,  0.05755 ,  0.141729,  0.007909, -0.001828,
        0.060264,  0.020766, -0.101623,  0.029828, -0.023209, -0.001022,
       -0.042424, -0.005261,  0.044943, -0.024361,  0.055814, -0.067695,
       -0.044688,  0.040613, -0.028481,  0.125507,  0.033103, -0.022782,
        0.049631,  0.030453, -0.003683, -0.048689, -0.026403, -0.080824,
        0.033798, -0.101055,  0.020806, -0.003185, -0.013009,  0.027254,
       -0.065793, -0.045537,  0.006886, -0.052238,  0.031832,  0.008159,
        0.097897,  0.068766, -0.039383, -0.011509, -0.031482,  0.004005,
       -0.002697,  0.014183,  0.04893 , -0.00563 ,  0.033053, -0.04925 ,
        0.000704, -0.026321, -0.010993,  0.04927 ,  0.01299 ,  0.124768,
        0.040349,  0.059332,  0.025022,  0.054311,  0.051784,  0.075881,
        0.032341, -0.007923,  0.044512,  0.001815, -0.107851, -0.025457,
       -0.033853, -0.027755, -0.093907,  0.003135, -0.025006,  0.036754,
       -0.003035, -0.029015,  0.039476, -0.049804,  0.065068,  0.004175,
       -0.033167,  0.106901,  0.054871, -0.046409, -0.029203, -0.008688,
